datawarehouse,table_catalog,table_schema,table_name,column_name
Transpose,,ethereum,accounts,address
Transpose,,ethereum,accounts,type
Transpose,,ethereum,accounts,last_active_timestamp
Transpose,,ethereum,accounts,created_timestamp
Transpose,,ethereum,accounts,creator_address
Transpose,,ethereum,blocks,block_number
Transpose,,ethereum,blocks,block_hash
Transpose,,ethereum,blocks,timestamp
Transpose,,ethereum,blocks,parent_hash
Transpose,,ethereum,blocks,mix_hash
Transpose,,ethereum,blocks,nonce
Transpose,,ethereum,blocks,sha3_uncles
Transpose,,ethereum,blocks,difficulty
Transpose,,ethereum,blocks,total_difficulty
Transpose,,ethereum,blocks,size_bytes
Transpose,,ethereum,blocks,base_fee_per_gas
Transpose,,ethereum,blocks,gas_limit
Transpose,,ethereum,blocks,gas_used
Transpose,,ethereum,blocks,total_fees_burned
Transpose,,ethereum,blocks,total_fees_rewarded
Transpose,,ethereum,blocks,total_fees_saved
Transpose,,ethereum,blocks,transaction_count
Transpose,,ethereum,blocks,miner_address
Transpose,,ethereum,blocks,block_reward
Transpose,,ethereum,blocks,uncle_count
Transpose,,ethereum,blocks,uncle_1_address
Transpose,,ethereum,blocks,uncle_2_address
Transpose,,ethereum,blocks,uncle_1_reward
Transpose,,ethereum,blocks,uncle_2_reward
Transpose,,ethereum,blocks,__confirmed
Transpose,,ethereum,logs,block_number
Transpose,,ethereum,logs,timestamp
Transpose,,ethereum,logs,transaction_hash
Transpose,,ethereum,logs,transaction_position
Transpose,,ethereum,logs,log_index
Transpose,,ethereum,logs,address
Transpose,,ethereum,logs,topic_0
Transpose,,ethereum,logs,topic_1
Transpose,,ethereum,logs,topic_2
Transpose,,ethereum,logs,topic_3
Transpose,,ethereum,logs,data
Transpose,,ethereum,logs,__confirmed
Transpose,,ethereum,traces,block_number
Transpose,,ethereum,traces,timestamp
Transpose,,ethereum,traces,transaction_hash
Transpose,,ethereum,traces,transaction_position
Transpose,,ethereum,traces,trace_index
Transpose,,ethereum,traces,trace_address
Transpose,,ethereum,traces,trace_type
Transpose,,ethereum,traces,from_address
Transpose,,ethereum,traces,to_address
Transpose,,ethereum,traces,value
Transpose,,ethereum,traces,contract_address
Transpose,,ethereum,traces,input
Transpose,,ethereum,traces,output
Transpose,,ethereum,traces,__confirmed
Transpose,,ethereum,transactions,block_number
Transpose,,ethereum,transactions,timestamp
Transpose,,ethereum,transactions,transaction_hash
Transpose,,ethereum,transactions,base_fee_per_gas
Transpose,,ethereum,transactions,max_priority_fee_per_gas
Transpose,,ethereum,transactions,max_fee_per_gas
Transpose,,ethereum,transactions,gas_limit
Transpose,,ethereum,transactions,gas_used
Transpose,,ethereum,transactions,gas_price
Transpose,,ethereum,transactions,transaction_fee
Transpose,,ethereum,transactions,fees_burned
Transpose,,ethereum,transactions,fees_rewarded
Transpose,,ethereum,transactions,fees_saved
Transpose,,ethereum,transactions,nonce
Transpose,,ethereum,transactions,position
Transpose,,ethereum,transactions,type
Transpose,,ethereum,transactions,from_address
Transpose,,ethereum,transactions,to_address
Transpose,,ethereum,transactions,value
Transpose,,ethereum,transactions,contract_address
Transpose,,ethereum,transactions,input
Transpose,,ethereum,transactions,output
Transpose,,ethereum,transactions,internal_transaction_count
Transpose,,ethereum,transactions,log_count
Transpose,,ethereum,transactions,__confirmed
Transpose,,ethereum,nfts,contract_address
Transpose,,ethereum,nfts,token_id
Transpose,,ethereum,nfts,minted_timestamp
Transpose,,ethereum,nfts,supply
Transpose,,ethereum,nfts,last_refreshed
Transpose,,ethereum,nfts,name
Transpose,,ethereum,nfts,description
Transpose,,ethereum,nfts,image_url
Transpose,,ethereum,nfts,external_url
Transpose,,ethereum,nfts,media_url
Transpose,,ethereum,nfts,properties
Transpose,,ethereum,nfts,metadata_url
Transpose,,ethereum,collections,contract_address
Transpose,,ethereum,collections,created_timestamp
Transpose,,ethereum,collections,standard
Transpose,,ethereum,collections,count
Transpose,,ethereum,collections,last_refreshed
Transpose,,ethereum,collections,name
Transpose,,ethereum,collections,symbol
Transpose,,ethereum,collections,description
Transpose,,ethereum,collections,external_url
Transpose,,ethereum,collections,image_url
Transpose,,ethereum,collections,is_nsfw
Transpose,,ethereum,collections,opensea_slug
Transpose,,ethereum,collections,opensea_url
Transpose,,ethereum,nft_owners,contract_address
Transpose,,ethereum,nft_owners,token_id
Transpose,,ethereum,nft_owners,owner_address
Transpose,,ethereum,nft_owners,balance
Transpose,,ethereum,nft_transfers,contract_address
Transpose,,ethereum,nft_transfers,token_id
Transpose,,ethereum,nft_transfers,timestamp
Transpose,,ethereum,nft_transfers,block_number
Transpose,,ethereum,nft_transfers,transaction_hash
Transpose,,ethereum,nft_transfers,log_index
Transpose,,ethereum,nft_transfers,category
Transpose,,ethereum,nft_transfers,operator_address
Transpose,,ethereum,nft_transfers,from_address
Transpose,,ethereum,nft_transfers,to_address
Transpose,,ethereum,nft_transfers,quantity
Transpose,,ethereum,nft_transfers,activity_id
Transpose,,ethereum,nft_transfers,__confirmed
Transpose,,ethereum,native_token_owners,owner_address
Transpose,,ethereum,native_token_owners,balance
Transpose,,ethereum,native_token_transfers,timestamp
Transpose,,ethereum,native_token_transfers,block_number
Transpose,,ethereum,native_token_transfers,transaction_hash
Transpose,,ethereum,native_token_transfers,category
Transpose,,ethereum,native_token_transfers,from_address
Transpose,,ethereum,native_token_transfers,to_address
Transpose,,ethereum,native_token_transfers,quantity
Transpose,,ethereum,native_token_transfers,activity_id
Transpose,,ethereum,native_token_transfers,__confirmed
Transpose,,ethereum,tokens,contract_address
Transpose,,ethereum,tokens,created_timestamp
Transpose,,ethereum,tokens,standard
Transpose,,ethereum,tokens,supply
Transpose,,ethereum,tokens,last_refreshed
Transpose,,ethereum,tokens,name
Transpose,,ethereum,tokens,symbol
Transpose,,ethereum,tokens,decimals
Transpose,,ethereum,tokens,description
Transpose,,ethereum,tokens,external_url
Transpose,,ethereum,tokens,image_url
Transpose,,ethereum,tokens,verified
Transpose,,ethereum,token_owners,contract_address
Transpose,,ethereum,token_owners,owner_address
Transpose,,ethereum,token_owners,balance
Transpose,,ethereum,token_transfers,contract_address
Transpose,,ethereum,token_transfers,timestamp
Transpose,,ethereum,token_transfers,block_number
Transpose,,ethereum,token_transfers,transaction_hash
Transpose,,ethereum,token_transfers,log_index
Transpose,,ethereum,token_transfers,category
Transpose,,ethereum,token_transfers,operator_address
Transpose,,ethereum,token_transfers,from_address
Transpose,,ethereum,token_transfers,to_address
Transpose,,ethereum,token_transfers,quantity
Transpose,,ethereum,token_transfers,activity_id
Transpose,,ethereum,token_transfers,__confirmed
Transpose,,ethereum,protocols,contract_address
Transpose,,ethereum,protocols,protocol_name
Transpose,,ethereum,protocols,contract_version
Transpose,,ethereum,protocols,contract_type
Transpose,,ethereum,protocols,tables
Transpose,,ethereum,nft_sales,block_number
Transpose,,ethereum,nft_sales,log_index
Transpose,,ethereum,nft_sales,transaction_hash
Transpose,,ethereum,nft_sales,timestamp
Transpose,,ethereum,nft_sales,exchange_name
Transpose,,ethereum,nft_sales,contract_version
Transpose,,ethereum,nft_sales,aggregator_name
Transpose,,ethereum,nft_sales,contract_address
Transpose,,ethereum,nft_sales,token_id
Transpose,,ethereum,nft_sales,is_multi_token_sale
Transpose,,ethereum,nft_sales,multi_token_sale_index
Transpose,,ethereum,nft_sales,price
Transpose,,ethereum,nft_sales,usd_price
Transpose,,ethereum,nft_sales,eth_price
Transpose,,ethereum,nft_sales,payment_token_address
Transpose,,ethereum,nft_sales,quantity
Transpose,,ethereum,nft_sales,seller_address
Transpose,,ethereum,nft_sales,buyer_address
Transpose,,ethereum,nft_sales,royalty_fee
Transpose,,ethereum,nft_sales,platform_fee
Transpose,,ethereum,nft_sales,__confirmed
Transpose,,ethereum,bridge_events,block_number
Transpose,,ethereum,bridge_events,log_index
Transpose,,ethereum,bridge_events,transaction_hash
Transpose,,ethereum,bridge_events,timestamp
Transpose,,ethereum,bridge_events,bridge_name
Transpose,,ethereum,bridge_events,contract_version
Transpose,,ethereum,bridge_events,contract_address
Transpose,,ethereum,bridge_events,from_token_address
Transpose,,ethereum,bridge_events,from_quantity
Transpose,,ethereum,bridge_events,to_token_address
Transpose,,ethereum,bridge_events,to_quantity
Transpose,,ethereum,bridge_events,from_chain_id
Transpose,,ethereum,bridge_events,to_chain_id
Transpose,,ethereum,bridge_events,from_address
Transpose,,ethereum,bridge_events,to_address
Transpose,,ethereum,bridge_events,metadata
Transpose,,ethereum,dex_liquidity,block_number
Transpose,,ethereum,dex_liquidity,log_index
Transpose,,ethereum,dex_liquidity,transaction_hash
Transpose,,ethereum,dex_liquidity,timestamp
Transpose,,ethereum,dex_liquidity,exchange_name
Transpose,,ethereum,dex_liquidity,contract_version
Transpose,,ethereum,dex_liquidity,contract_address
Transpose,,ethereum,dex_liquidity,token_address
Transpose,,ethereum,dex_liquidity,pool_balance
Transpose,,ethereum,dex_liquidity,category
Transpose,,ethereum,dex_liquidity,lp_address
Transpose,,ethereum,dex_liquidity,quantity
Transpose,,ethereum,dex_liquidity,tick_lower
Transpose,,ethereum,dex_liquidity,tick_upper
Transpose,,ethereum,dex_liquidity,sender_address
Transpose,,ethereum,dex_pools,created_block_number
Transpose,,ethereum,dex_pools,created_timestamp
Transpose,,ethereum,dex_pools,exchange_name
Transpose,,ethereum,dex_pools,contract_version
Transpose,,ethereum,dex_pools,contract_address
Transpose,,ethereum,dex_pools,token_addresses
Transpose,,ethereum,dex_pools,creator_address
Transpose,,ethereum,dex_pools,factory_address
Transpose,,ethereum,dex_pools,metadata
Transpose,,ethereum,dex_swaps,block_number
Transpose,,ethereum,dex_swaps,log_index
Transpose,,ethereum,dex_swaps,transaction_hash
Transpose,,ethereum,dex_swaps,timestamp
Transpose,,ethereum,dex_swaps,exchange_name
Transpose,,ethereum,dex_swaps,contract_version
Transpose,,ethereum,dex_swaps,contract_address
Transpose,,ethereum,dex_swaps,from_token_address
Transpose,,ethereum,dex_swaps,quantity_in
Transpose,,ethereum,dex_swaps,to_token_address
Transpose,,ethereum,dex_swaps,quantity_out
Transpose,,ethereum,dex_swaps,effective_price
Transpose,,ethereum,dex_swaps,sender_address
Transpose,,ethereum,dex_swaps,origin_address
Transpose,,ethereum,dex_swaps,__confirmed
Transpose,,ethereum,contract_labels,contract_address
Transpose,,ethereum,contract_labels,name
Transpose,,ethereum,contract_labels,labels
Transpose,,ethereum,ens_names,ens_name
Transpose,,ethereum,ens_names,ens_node
Transpose,,ethereum,ens_names,contract_address
Transpose,,ethereum,ens_names,token_id
Transpose,,ethereum,ens_names,owner_address
Transpose,,ethereum,ens_names,resolver_address
Transpose,,ethereum,ens_names,resolved_address
Transpose,,ethereum,ens_names,expiration_timestamp
Transpose,,ethereum,ens_names,registration_timestamp
Transpose,,ethereum,ens_names,last_refreshed
Transpose,,ethereum,tornado_cash_withdrawals,block_number
Transpose,,ethereum,tornado_cash_withdrawals,log_index
Transpose,,ethereum,tornado_cash_withdrawals,transaction_hash
Transpose,,ethereum,tornado_cash_withdrawals,timestamp
Transpose,,ethereum,tornado_cash_withdrawals,mixer_name
Transpose,,ethereum,tornado_cash_withdrawals,fork_number
Transpose,,ethereum,tornado_cash_withdrawals,contract_address
Transpose,,ethereum,tornado_cash_withdrawals,token_address
Transpose,,ethereum,tornado_cash_withdrawals,quantity
Transpose,,ethereum,tornado_cash_withdrawals,to_address
Transpose,,ethereum,tornado_cash_withdrawals,origin_address
Transpose,,ethereum,tornado_cash_withdrawals,__confirmed
Transpose,,ethereum,tornado_cash_deposits,block_number
Transpose,,ethereum,tornado_cash_deposits,log_index
Transpose,,ethereum,tornado_cash_deposits,transaction_hash
Transpose,,ethereum,tornado_cash_deposits,timestamp
Transpose,,ethereum,tornado_cash_deposits,mixer_name
Transpose,,ethereum,tornado_cash_deposits,fork_number
Transpose,,ethereum,tornado_cash_deposits,contract_address
Transpose,,ethereum,tornado_cash_deposits,token_address
Transpose,,ethereum,tornado_cash_deposits,quanity
Transpose,,ethereum,tornado_cash_deposits,from_address
Transpose,,ethereum,tornado_cash_deposits,origin_address
Transpose,,ethereum,tornado_cash_deposits,__confirmed
Transpose,,ethereum,tornado_cash_pools,created_block_number
Transpose,,ethereum,tornado_cash_pools,created_timestamp
Transpose,,ethereum,tornado_cash_pools,mixer_name
Transpose,,ethereum,tornado_cash_pools,fork_number
Transpose,,ethereum,tornado_cash_pools,contract_address
Transpose,,ethereum,tornado_cash_pools,token_address
Transpose,,ethereum,tornado_cash_pools,creator_address
Transpose,,ethereum,tornado_cash_pools,metadata
Transpose,,ethereum,token_prices,block_number
Transpose,,ethereum,token_prices,timestamp
Transpose,,ethereum,token_prices,token_address
Transpose,,ethereum,token_prices,token_symbol
Transpose,,ethereum,token_prices,price
Transpose,,ethereum,token_prices,__confirmed
Transpose,,ethereum,token_prices_ohlc_1d,token_address
Transpose,,ethereum,token_prices_ohlc_1d,timestamp
Transpose,,ethereum,token_prices_ohlc_1d,token_symbol
Transpose,,ethereum,token_prices_ohlc_1d,open_price
Transpose,,ethereum,token_prices_ohlc_1d,high_price
Transpose,,ethereum,token_prices_ohlc_1d,low_price
Transpose,,ethereum,token_prices_ohlc_1d,close_price
Transpose,,ethereum,token_prices_ohlc_1d,average_price
Transpose,,ethereum,token_prices_ohlc_1d,volume
Transpose,,ethereum,token_prices_ohlc_1d,__confirmed
Transpose,,ethereum,token_prices_ohlc_1h,token_address
Transpose,,ethereum,token_prices_ohlc_1h,timestamp
Transpose,,ethereum,token_prices_ohlc_1h,token_symbol
Transpose,,ethereum,token_prices_ohlc_1h,open_price
Transpose,,ethereum,token_prices_ohlc_1h,high_price
Transpose,,ethereum,token_prices_ohlc_1h,low_price
Transpose,,ethereum,token_prices_ohlc_1h,close_price
Transpose,,ethereum,token_prices_ohlc_1h,average_price
Transpose,,ethereum,token_prices_ohlc_1h,volume
Transpose,,ethereum,token_prices_ohlc_1h,__confirmed
Transpose,,ethereum,token_prices_ohlc_1m,token_address
Transpose,,ethereum,token_prices_ohlc_1m,timestamp
Transpose,,ethereum,token_prices_ohlc_1m,token_symbol
Transpose,,ethereum,token_prices_ohlc_1m,open_price
Transpose,,ethereum,token_prices_ohlc_1m,high_price
Transpose,,ethereum,token_prices_ohlc_1m,low_price
Transpose,,ethereum,token_prices_ohlc_1m,close_price
Transpose,,ethereum,token_prices_ohlc_1m,average_price
Transpose,,ethereum,token_prices_ohlc_1m,volume
Transpose,,ethereum,token_prices_ohlc_1m,__confirmed
Flipside,ethereum,aave,ez_borrows,aave_market
Flipside,ethereum,aave,ez_borrows,lending_pool_contract
Flipside,ethereum,aave,ez_borrows,borrowed_usd
Flipside,ethereum,aave,ez_borrows,block_number
Flipside,ethereum,aave,ez_borrows,aave_token
Flipside,ethereum,aave,ez_borrows,aave_version
Flipside,ethereum,aave,ez_borrows,borrow_rate_mode
Flipside,ethereum,aave,ez_borrows,token_price
Flipside,ethereum,aave,ez_borrows,borrowed_tokens
Flipside,ethereum,aave,ez_borrows,block_timestamp
Flipside,ethereum,aave,ez_borrows,_log_id
Flipside,ethereum,aave,ez_borrows,event_index
Flipside,ethereum,aave,ez_borrows,borrower_address
Flipside,ethereum,aave,ez_borrows,symbol
Flipside,ethereum,aave,ez_borrows,blockchain
Flipside,ethereum,aave,ez_borrows,_inserted_timestamp
Flipside,ethereum,aave,ez_borrows,tx_hash
Flipside,ethereum,aave,ez_deposits,block_timestamp
Flipside,ethereum,aave,ez_deposits,_log_id
Flipside,ethereum,aave,ez_deposits,_inserted_timestamp
Flipside,ethereum,aave,ez_deposits,aave_token
Flipside,ethereum,aave,ez_deposits,block_number
Flipside,ethereum,aave,ez_deposits,supplied_usd
Flipside,ethereum,aave,ez_deposits,event_index
Flipside,ethereum,aave,ez_deposits,depositor_address
Flipside,ethereum,aave,ez_deposits,tx_hash
Flipside,ethereum,aave,ez_deposits,lending_pool_contract
Flipside,ethereum,aave,ez_deposits,aave_version
Flipside,ethereum,aave,ez_deposits,aave_market
Flipside,ethereum,aave,ez_deposits,blockchain
Flipside,ethereum,aave,ez_deposits,issued_tokens
Flipside,ethereum,aave,ez_deposits,symbol
Flipside,ethereum,aave,ez_deposits,token_price
Flipside,ethereum,aave,ez_flashloans,aave_version
Flipside,ethereum,aave,ez_flashloans,premium_amount
Flipside,ethereum,aave,ez_flashloans,block_number
Flipside,ethereum,aave,ez_flashloans,event_index
Flipside,ethereum,aave,ez_flashloans,_log_id
Flipside,ethereum,aave,ez_flashloans,target_address
Flipside,ethereum,aave,ez_flashloans,premium_amount_usd
Flipside,ethereum,aave,ez_flashloans,flashloan_amount
Flipside,ethereum,aave,ez_flashloans,_inserted_timestamp
Flipside,ethereum,aave,ez_flashloans,aave_token
Flipside,ethereum,aave,ez_flashloans,aave_market
Flipside,ethereum,aave,ez_flashloans,symbol
Flipside,ethereum,aave,ez_flashloans,blockchain
Flipside,ethereum,aave,ez_flashloans,block_timestamp
Flipside,ethereum,aave,ez_flashloans,flashloan_amount_usd
Flipside,ethereum,aave,ez_flashloans,tx_hash
Flipside,ethereum,aave,ez_flashloans,token_price
Flipside,ethereum,aave,ez_flashloans,initiator_address
Flipside,ethereum,aave,ez_liquidations,liquidated_amount
Flipside,ethereum,aave,ez_liquidations,liquidator
Flipside,ethereum,aave,ez_liquidations,borrower
Flipside,ethereum,aave,ez_liquidations,collateral_asset
Flipside,ethereum,aave,ez_liquidations,collateral_token_symbol
Flipside,ethereum,aave,ez_liquidations,event_index
Flipside,ethereum,aave,ez_liquidations,debt_to_cover_amount_usd
Flipside,ethereum,aave,ez_liquidations,_log_id
Flipside,ethereum,aave,ez_liquidations,debt_token_symbol
Flipside,ethereum,aave,ez_liquidations,liquidated_amount_usd
Flipside,ethereum,aave,ez_liquidations,collateral_token_price
Flipside,ethereum,aave,ez_liquidations,collateral_aave_token
Flipside,ethereum,aave,ez_liquidations,debt_token_price
Flipside,ethereum,aave,ez_liquidations,debt_asset
Flipside,ethereum,aave,ez_liquidations,blockchain
Flipside,ethereum,aave,ez_liquidations,tx_hash
Flipside,ethereum,aave,ez_liquidations,debt_aave_token
Flipside,ethereum,aave,ez_liquidations,block_number
Flipside,ethereum,aave,ez_liquidations,_inserted_timestamp
Flipside,ethereum,aave,ez_liquidations,block_timestamp
Flipside,ethereum,aave,ez_liquidations,debt_to_cover_amount
Flipside,ethereum,aave,ez_liquidations,aave_version
Flipside,ethereum,aave,ez_market_stats,atoken_price
Flipside,ethereum,aave,ez_market_stats,stkaave_rate_variable_borrow
Flipside,ethereum,aave,ez_market_stats,borrow_rate_variable
Flipside,ethereum,aave,ez_market_stats,_inserted_timestamp
Flipside,ethereum,aave,ez_market_stats,read_id
Flipside,ethereum,aave,ez_market_stats,utilization_rate
Flipside,ethereum,aave,ez_market_stats,total_variable_debt_usd
Flipside,ethereum,aave,ez_market_stats,reserve_price
Flipside,ethereum,aave,ez_market_stats,atoken_address
Flipside,ethereum,aave,ez_market_stats,aave_price
Flipside,ethereum,aave,ez_market_stats,stable_debt_token_address
Flipside,ethereum,aave,ez_market_stats,total_variable_debt_token
Flipside,ethereum,aave,ez_market_stats,total_liquidity_usd
Flipside,ethereum,aave,ez_market_stats,lending_pool_add
Flipside,ethereum,aave,ez_market_stats,stkaave_rate_supply
Flipside,ethereum,aave,ez_market_stats,aave_market
Flipside,ethereum,aave,ez_market_stats,borrow_rate_stable
Flipside,ethereum,aave,ez_market_stats,total_stable_debt_token
Flipside,ethereum,aave,ez_market_stats,reserve_name
Flipside,ethereum,aave,ez_market_stats,supply_rate
Flipside,ethereum,aave,ez_market_stats,total_liquidity_token
Flipside,ethereum,aave,ez_market_stats,total_stable_debt_usd
Flipside,ethereum,aave,ez_market_stats,block_number
Flipside,ethereum,aave,ez_market_stats,aave_version
Flipside,ethereum,aave,ez_market_stats,block_hour
Flipside,ethereum,aave,ez_market_stats,variable_debt_token_address
Flipside,ethereum,aave,ez_market_stats,blockchain
Flipside,ethereum,aave,ez_market_stats,data_provider
Flipside,ethereum,aave,ez_proposals,execution_block_number
Flipside,ethereum,aave,ez_proposals,start_voting_period
Flipside,ethereum,aave,ez_proposals,proposal_tx
Flipside,ethereum,aave,ez_proposals,start_voting_period_timestamp
Flipside,ethereum,aave,ez_proposals,execution_timestamp
Flipside,ethereum,aave,ez_proposals,yay_voting_power
Flipside,ethereum,aave,ez_proposals,execution_tx
Flipside,ethereum,aave,ez_proposals,governance_contract
Flipside,ethereum,aave,ez_proposals,targets
Flipside,ethereum,aave,ez_proposals,proposal_id
Flipside,ethereum,aave,ez_proposals,queue_timestamp
Flipside,ethereum,aave,ez_proposals,queue_block_number
Flipside,ethereum,aave,ez_proposals,block_number
Flipside,ethereum,aave,ez_proposals,end_voting_period
Flipside,ethereum,aave,ez_proposals,blockchain
Flipside,ethereum,aave,ez_proposals,proposer
Flipside,ethereum,aave,ez_proposals,nay_voting_power
Flipside,ethereum,aave,ez_proposals,queue_tx
Flipside,ethereum,aave,ez_proposals,total_voting_power
Flipside,ethereum,aave,ez_proposals,block_timestamp
Flipside,ethereum,aave,ez_proposals,status
Flipside,ethereum,aave,ez_proposals,end_voting_period_timestamp
Flipside,ethereum,aave,ez_repayments,block_timestamp
Flipside,ethereum,aave,ez_repayments,token_price
Flipside,ethereum,aave,ez_repayments,aave_token
Flipside,ethereum,aave,ez_repayments,symbol
Flipside,ethereum,aave,ez_repayments,lending_pool_contract
Flipside,ethereum,aave,ez_repayments,_log_id
Flipside,ethereum,aave,ez_repayments,event_index
Flipside,ethereum,aave,ez_repayments,repayed_tokens
Flipside,ethereum,aave,ez_repayments,repayed_usd
Flipside,ethereum,aave,ez_repayments,borrower
Flipside,ethereum,aave,ez_repayments,_inserted_timestamp
Flipside,ethereum,aave,ez_repayments,payer
Flipside,ethereum,aave,ez_repayments,block_number
Flipside,ethereum,aave,ez_repayments,tx_hash
Flipside,ethereum,aave,ez_repayments,aave_market
Flipside,ethereum,aave,ez_repayments,blockchain
Flipside,ethereum,aave,ez_repayments,aave_version
Flipside,ethereum,aave,ez_votes,support
Flipside,ethereum,aave,ez_votes,_log_id
Flipside,ethereum,aave,ez_votes,tx_hash
Flipside,ethereum,aave,ez_votes,voter
Flipside,ethereum,aave,ez_votes,voting_power
Flipside,ethereum,aave,ez_votes,block_timestamp
Flipside,ethereum,aave,ez_votes,_inserted_timestamp
Flipside,ethereum,aave,ez_votes,proposal_id
Flipside,ethereum,aave,ez_votes,block_number
Flipside,ethereum,aave,ez_votes,blockchain
Flipside,ethereum,aave,ez_votes,governance_contract
Flipside,ethereum,aave,ez_withdraws,block_timestamp
Flipside,ethereum,aave,ez_withdraws,tx_hash
Flipside,ethereum,aave,ez_withdraws,block_number
Flipside,ethereum,aave,ez_withdraws,aave_token
Flipside,ethereum,aave,ez_withdraws,_inserted_timestamp
Flipside,ethereum,aave,ez_withdraws,depositor_address
Flipside,ethereum,aave,ez_withdraws,event_index
Flipside,ethereum,aave,ez_withdraws,aave_version
Flipside,ethereum,aave,ez_withdraws,withdrawn_tokens
Flipside,ethereum,aave,ez_withdraws,_log_id
Flipside,ethereum,aave,ez_withdraws,withdrawn_usd
Flipside,ethereum,aave,ez_withdraws,blockchain
Flipside,ethereum,aave,ez_withdraws,token_price
Flipside,ethereum,aave,ez_withdraws,aave_market
Flipside,ethereum,aave,ez_withdraws,symbol
Flipside,ethereum,beacon_chain,ez_deposits,withdrawal_credentials
Flipside,ethereum,beacon_chain,ez_deposits,withdrawal_type
Flipside,ethereum,beacon_chain,ez_deposits,event_index
Flipside,ethereum,beacon_chain,ez_deposits,deposit_amount
Flipside,ethereum,beacon_chain,ez_deposits,depositor
Flipside,ethereum,beacon_chain,ez_deposits,deposit_address
Flipside,ethereum,beacon_chain,ez_deposits,platform_address_type
Flipside,ethereum,beacon_chain,ez_deposits,pubkey
Flipside,ethereum,beacon_chain,ez_deposits,platform_category
Flipside,ethereum,beacon_chain,ez_deposits,withdrawal_address
Flipside,ethereum,beacon_chain,ez_deposits,platform_address
Flipside,ethereum,beacon_chain,ez_deposits,deposit_index
Flipside,ethereum,beacon_chain,ez_deposits,signature
Flipside,ethereum,beacon_chain,ez_deposits,contract_address
Flipside,ethereum,beacon_chain,ez_deposits,tx_hash
Flipside,ethereum,beacon_chain,ez_deposits,block_number
Flipside,ethereum,beacon_chain,ez_deposits,block_timestamp
Flipside,ethereum,beacon_chain,ez_deposits,platform
Flipside,ethereum,beacon_chain,ez_withdrawals,withdrawal_address_category
Flipside,ethereum,beacon_chain,ez_withdrawals,withdrawal_address_name
Flipside,ethereum,beacon_chain,ez_withdrawals,withdrawal_address
Flipside,ethereum,beacon_chain,ez_withdrawals,slot_number
Flipside,ethereum,beacon_chain,ez_withdrawals,block_number
Flipside,ethereum,beacon_chain,ez_withdrawals,withdrawal_index
Flipside,ethereum,beacon_chain,ez_withdrawals,validator_index
Flipside,ethereum,beacon_chain,ez_withdrawals,withdrawal_amount
Flipside,ethereum,beacon_chain,ez_withdrawals,withdrawal_address_type
Flipside,ethereum,beacon_chain,ez_withdrawals,epoch_number
Flipside,ethereum,beacon_chain,ez_withdrawals,withdrawals_root
Flipside,ethereum,beacon_chain,ez_withdrawals,block_hash
Flipside,ethereum,beacon_chain,ez_withdrawals,block_timestamp
Flipside,ethereum,beacon_chain,fact_attestations,target_epoch
Flipside,ethereum,beacon_chain,fact_attestations,attestation_signature
Flipside,ethereum,beacon_chain,fact_attestations,target_root
Flipside,ethereum,beacon_chain,fact_attestations,slot_number
Flipside,ethereum,beacon_chain,fact_attestations,aggregation_bits
Flipside,ethereum,beacon_chain,fact_attestations,epoch_number
Flipside,ethereum,beacon_chain,fact_attestations,source_epoch
Flipside,ethereum,beacon_chain,fact_attestations,beacon_block_root
Flipside,ethereum,beacon_chain,fact_attestations,attestation_index
Flipside,ethereum,beacon_chain,fact_attestations,slot_timestamp
Flipside,ethereum,beacon_chain,fact_attestations,source_root
Flipside,ethereum,beacon_chain,fact_blocks,graffiti
Flipside,ethereum,beacon_chain,fact_blocks,state_root
Flipside,ethereum,beacon_chain,fact_blocks,parent_root
Flipside,ethereum,beacon_chain,fact_blocks,eth1_block_hash
Flipside,ethereum,beacon_chain,fact_blocks,withdrawals
Flipside,ethereum,beacon_chain,fact_blocks,epoch_number
Flipside,ethereum,beacon_chain,fact_blocks,eth1_deposit_count
Flipside,ethereum,beacon_chain,fact_blocks,execution_payload
Flipside,ethereum,beacon_chain,fact_blocks,slot_number
Flipside,ethereum,beacon_chain,fact_blocks,slot_timestamp
Flipside,ethereum,beacon_chain,fact_blocks,signature
Flipside,ethereum,beacon_chain,fact_blocks,proposer_slashings
Flipside,ethereum,beacon_chain,fact_blocks,deposits
Flipside,ethereum,beacon_chain,fact_blocks,slot_json
Flipside,ethereum,beacon_chain,fact_blocks,attester_slashings
Flipside,ethereum,beacon_chain,fact_blocks,randao_reveal
Flipside,ethereum,beacon_chain,fact_blocks,eth1_deposit_root
Flipside,ethereum,beacon_chain,fact_blocks,attestations
Flipside,ethereum,beacon_chain,fact_blocks,proposer_index
Flipside,ethereum,beacon_chain,fact_deposits,pubkey
Flipside,ethereum,beacon_chain,fact_deposits,epoch_number
Flipside,ethereum,beacon_chain,fact_deposits,deposit_amount
Flipside,ethereum,beacon_chain,fact_deposits,slot_timestamp
Flipside,ethereum,beacon_chain,fact_deposits,signature
Flipside,ethereum,beacon_chain,fact_deposits,proofs
Flipside,ethereum,beacon_chain,fact_deposits,slot_number
Flipside,ethereum,beacon_chain,fact_deposits,withdrawal_credentials
Flipside,ethereum,beacon_chain,fact_validator_balances,balance
Flipside,ethereum,beacon_chain,fact_validator_balances,index
Flipside,ethereum,beacon_chain,fact_validator_balances,block_number
